"idx","sims","years","land_type","yield_value","ytb_type","man_bud_type","trend_Min.","trend_Median","trend_Mean","trend_Max.","EXT","EXT_first","get_res","land_dim_1","land_dim_2","land_ownership","tend_crops","tend_crop_yld","scaring","minimum_cost","remove_pr","res_death_type","lambda","res_death_K","RESOURCE_ini","manage_target","manager_budget","user_budget","public_land","stakeholders","res_consume","observe_type","res_move_obs","agent_view","times_observe","agent_move","converge_crit","ga_mingen","land_type_max_frac"
"20191207183327_nullModel-YTB13",100,100,"oneRich",0.2,"beta1","fixed",0.794374075296799,1.02549441828182,1.02146478149424,1.06344717739237,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191207183332_nullModel-YTB13",100,100,"oneRich",0.6,"beta1","fixed",0.00443426870007325,0.617529973482438,0.613258755036108,1.44894526452406,69,3,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191207183338_nullModel-YTB13",100,100,"oneRich",0.8,"beta1","fixed",6.14721795580833e-09,0.0511364243829917,0.24832025227041,1.46938891137603,100,3,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191207183343_nullModel-YTB13",100,100,"oneRich",0.2,"beta1","mean",0.978435423201129,1.02461830254264,1.02539497545159,1.06594642862666,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191207183348_nullModel-YTB13",100,100,"oneRich",0.6,"beta1","mean",0.00010549544344693,0.66669610696025,0.662530999011665,1.86182636985986,42,29,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191207183354_nullModel-YTB13",100,100,"oneRich",0.8,"beta1","mean",3.16264802581802e-07,0.459472903855936,0.813165113262159,7.82780943271364,80,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191207191715_nullModel-YTB13",100,100,"oneRich",0.2,"beta1","max",0.798795661340797,1.01515087459882,1.0138117224364,1.08157548369956,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191207193118_nullModel-YTB13",100,100,"oneRich",0.6,"beta1","max",1.19015854823729e-05,0.654332494480174,0.67575665422788,2.13691963761807,42,5,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191207200127_nullModel-YTB13",100,100,"oneRich",0.8,"beta1","max",1.83969796467215e-05,0.642110163130658,0.754247461660629,2.87531693666121,57,4,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191207200232_nullModel-YTB13",100,100,"oneRich",0.2,"beta1","fixed",1.00259276897998,1.03642235432275,1.03480620013495,1.06851519552122,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191207200352_nullModel-YTB13",100,100,"oneRich",0.6,"beta1","fixed",6.21405060360898e-10,0.924417427936525,0.853010591288406,1.40257962202213,16,19,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191207200357_nullModel-YTB13",100,100,"oneRich",0.8,"beta1","fixed",1.40518549562932e-11,0.416594624012011,0.514859794343177,2.1164328332458,92,4,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191207204532_nullModel-YTB13",100,100,"oneRich",0.2,"beta1","mean",1.00156399301039,1.03309094251825,1.03418301929297,1.07155084399795,1,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191207210031_nullModel-YTB13",100,100,"oneRich",0.6,"beta1","mean",0.0569017808581275,0.830618758921033,0.778368804592519,1.25918599241395,14,52,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191207211755_nullModel-YTB13",100,100,"oneRich",0.8,"beta1","mean",0.000265547263718117,0.489746500808289,0.631058066979782,2.99429062489411,46,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191207211852_nullModel-YTB13",100,100,"oneRich",0.2,"beta1","max",0.96899371038464,1.02318168277251,1.02617004098601,1.08208670894866,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191208082830_nullModel-YTB13",100,100,"oneRich",0.6,"beta1","max",0.0158452561179124,0.938186932519757,0.838057128960703,1.42344319977556,11,42,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191208082902_nullModel-YTB13",100,100,"oneRich",0.8,"beta1","max",0.00630050989817787,1.03226112698377,0.89419943414788,1.31255929850609,13,39,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191208082929_nullModel-YTB13",100,100,"oneRich",0.2,"beta1","fixed",0.784737697899121,1.00520270149382,1.00102021104068,1.12320957415723,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191208082956_nullModel-YTB13",100,100,"oneRich",0.6,"beta1","fixed",1.31444452443847e-11,0.971007875815729,0.800381085732756,1.16804404261416,23,5,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
