"done","yield_value","tend_crop_yld","public_land","man_bud_type","land_type","land_type_max_frac","ytb_type"
1,0.2,0.5,0,"max","equal",NA,"beta1"
1,0.2,0.5,0,"mean","equal",NA,"beta1"
1,0.2,0.5,0.25,"max","equal",NA,"beta1"
1,0.2,0.5,0.25,"mean","equal",NA,"beta1"
1,0.2,0.5,0.5,"fixed","equal",NA,"beta1"
1,0.2,0.5,0.5,"max","equal",NA,"beta1"
1,0.2,0.5,0.5,"mean","equal",NA,"beta1"
0,0.4,0.5,0,"max","equal",NA,"beta1"
0,0.4,0.5,0,"mean","equal",NA,"beta1"
0,0.4,0.5,0.25,"max","equal",NA,"beta1"
0,0.4,0.5,0.25,"mean","equal",NA,"beta1"
0,0.4,0.5,0.5,"fixed","equal",NA,"beta1"
0,0.4,0.5,0.5,"max","equal",NA,"beta1"
0,0.4,0.5,0.5,"mean","equal",NA,"beta1"
0,0.6,0.5,0,"max","equal",NA,"beta1"
0,0.6,0.5,0,"mean","equal",NA,"beta1"
0,0.6,0.5,0.25,"max","equal",NA,"beta1"
0,0.6,0.5,0.25,"mean","equal",NA,"beta1"
0,0.6,0.5,0.5,"fixed","equal",NA,"beta1"
0,0.6,0.5,0.5,"max","equal",NA,"beta1"
0,0.6,0.5,0.5,"mean","equal",NA,"beta1"
0,0.8,0.5,0,"max","equal",NA,"beta1"
0,0.8,0.5,0,"mean","equal",NA,"beta1"
0,0.8,0.5,0.25,"max","equal",NA,"beta1"
0,0.8,0.5,0.25,"mean","equal",NA,"beta1"
0,0.8,0.5,0.5,"fixed","equal",NA,"beta1"
0,0.8,0.5,0.5,"max","equal",NA,"beta1"
0,0.8,0.5,0.5,"mean","equal",NA,"beta1"
