"SIM","YEAR","N","N_OBS"
1,1,1065,1065
1,2,885,885
1,3,880,880
1,4,893,893
1,5,1035,1035
1,6,1053,1053
1,7,1063,1063
1,8,1056,1056
1,9,1070,1070
1,10,1111,1111
1,11,1119,1119
1,12,1102,1102
1,13,1113,1113
1,14,1106,1106
1,15,1082,1082
1,16,1083,1083
1,17,1079,1079
1,18,1092,1092
1,19,1102,1102
1,20,1114,1114
1,21,1107,1107
1,22,1083,1083
1,23,1058,1058
1,24,1058,1058
1,25,1053,1053
1,26,1032,1032
1,27,1078,1078
1,28,1027,1027
1,29,1057,1057
1,30,1028,1028
1,31,1036,1036
1,32,1032,1032
1,33,1034,1034
1,34,1044,1044
1,35,1037,1037
1,36,984,984
1,37,1055,1055
1,38,1024,1024
1,39,1051,1051
1,40,991,991
1,41,1050,1050
1,42,1002,1002
1,43,1011,1011
1,44,1021,1021
1,45,1047,1047
1,46,991,991
1,47,1022,1022
1,48,972,972
1,49,984,984
1,50,997,997
1,51,1017,1017
1,52,991,991
1,53,990,990
1,54,1012,1012
1,55,947,947
1,56,959,959
1,57,974,974
1,58,965,965
1,59,980,980
1,60,1001,1001
1,61,1011,1011
1,62,1026,1026
1,63,974,974
1,64,988,988
1,65,1000,1000
1,66,1030,1030
1,67,1039,1039
1,68,1030,1030
1,69,1045,1045
1,70,1005,1005
1,71,1023,1023
1,72,1011,1011
1,73,1030,1030
1,74,1020,1020
1,75,1045,1045
1,76,1040,1040
1,77,1049,1049
1,78,1036,1036
1,79,1052,1052
1,80,1040,1040
1,81,1060,1060
1,82,1063,1063
1,83,1095,1095
1,84,1100,1100
1,85,1095,1095
1,86,1091,1091
1,87,1120,1120
1,88,1102,1102
1,89,1097,1097
1,90,1116,1116
1,91,1108,1108
1,92,1092,1092
1,93,1110,1110
1,94,1097,1097
1,95,1078,1078
1,96,1078,1078
1,97,1065,1065
1,98,1071,1071
1,99,1084,1084
1,100,1095,1095
2,1,1001,1001
2,2,798,798
2,3,818,818
2,4,831,831
2,5,973,973
2,6,1015,1015
2,7,973,973
2,8,998,998
2,9,1067,1067
2,10,1083,1083
2,11,1099,1099
2,12,1119,1119
2,13,1159,1159
2,14,1190,1190
2,15,1227,1227
2,16,1228,1228
2,17,1242,1242
2,18,1238,1238
2,19,1251,1251
2,20,1228,1228
2,21,1220,1220
2,22,1218,1218
2,23,1193,1193
2,24,1204,1204
2,25,1189,1189
2,26,1181,1181
2,27,1184,1184
2,28,1194,1194
2,29,1193,1193
2,30,1191,1191
2,31,1180,1180
2,32,1177,1177
2,33,1159,1159
2,34,1171,1171
2,35,1154,1154
2,36,1153,1153
2,37,1142,1142
2,38,1138,1138
2,39,1155,1155
2,40,1131,1131
2,41,1160,1160
2,42,1144,1144
2,43,1133,1133
2,44,1127,1127
2,45,1112,1112
2,46,1110,1110
2,47,1108,1108
2,48,1103,1103
2,49,1127,1127
2,50,1084,1084
2,51,1101,1101
2,52,1086,1086
2,53,1091,1091
2,54,1083,1083
2,55,1073,1073
2,56,1098,1098
2,57,1096,1096
2,58,1075,1075
2,59,1047,1047
2,60,1066,1066
2,61,1052,1052
2,62,1065,1065
2,63,1067,1067
2,64,1052,1052
2,65,1067,1067
2,66,1045,1045
2,67,1038,1038
2,68,1067,1067
2,69,1018,1018
2,70,1046,1046
2,71,1062,1062
2,72,1021,1021
2,73,1041,1041
2,74,1021,1021
2,75,1045,1045
2,76,1030,1030
2,77,1045,1045
2,78,1005,1005
2,79,1010,1010
2,80,1024,1024
2,81,1023,1023
2,82,1018,1018
2,83,1015,1015
2,84,1013,1013
2,85,1009,1009
2,86,1002,1002
2,87,996,996
2,88,998,998
2,89,1003,1003
2,90,1006,1006
2,91,1008,1008
2,92,1018,1018
2,93,1015,1015
2,94,1018,1018
2,95,1025,1025
2,96,1035,1035
2,97,1038,1038
2,98,1049,1049
2,99,1057,1057
2,100,1072,1072
3,1,979,979
3,2,995,995
3,3,1022,1022
3,4,610,610
3,5,700,700
3,6,745,745
3,7,808,808
3,8,890,890
3,9,978,978
3,10,1030,1030
3,11,1073,1073
3,12,1069,1069
3,13,1072,1072
3,14,1088,1088
3,15,1071,1071
3,16,1064,1064
3,17,1041,1041
3,18,1009,1009
3,19,1054,1054
3,20,1029,1029
3,21,1066,1066
3,22,1034,1034
3,23,1065,1065
3,24,996,996
3,25,1027,1027
3,26,1022,1022
3,27,1014,1014
3,28,1035,1035
